
time,temperature_2m_max (°C),temperature_2m_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),windspeed_10m_max (km/h)
2019-02-12,29.1,25.2,21.76,1.80,19.7
2019-02-13,27.4,24.2,10.38,43.30,12.7
2019-02-14,29.9,24.0,22.46,0.40,13.7
2019-02-15,28.0,24.9,17.37,5.40,13.7
2019-02-16,29.8,24.9,20.98,4.20,15.1
2019-02-17,28.5,24.8,15.91,3.40,12.6
2019-02-18,28.8,24.7,20.56,3.50,13.9
2019-02-19,28.5,24.0,20.95,2.10,17.1
2019-02-20,28.7,24.5,21.39,0.90,13.9
2019-02-21,29.1,25.0,23.82,0.50,12.6
2019-02-22,28.6,24.4,21.02,1.70,15.2
2019-02-23,29.3,24.3,20.38,3.70,13.7
2019-02-24,29.6,24.8,22.91,1.30,12.0
2019-02-25,28.2,24.9,18.00,2.10,12.3
2019-02-26,29.7,24.5,22.36,1.50,12.6
2019-02-27,29.6,25.0,23.77,1.20,15.5
2019-02-28,29.4,25.3,22.32,0.50,13.7
2019-03-01,28.2,25.4,16.84,1.70,13.5
2019-03-02,28.7,24.8,16.51,11.60,15.5
2019-03-03,27.4,23.5,11.62,12.50,15.0
2019-03-04,28.3,23.2,16.14,7.40,14.4
2019-03-05,29.1,24.4,21.86,3.80,21.8
2019-03-06,28.8,25.0,23.17,2.00,18.7
2019-03-07,29.5,25.1,23.97,1.40,16.6
2019-03-08,28.5,24.5,20.23,2.00,18.9
2019-03-09,29.0,25.3,24.56,1.30,18.2
2019-03-10,29.3,23.9,23.44,0.00,13.8
2019-03-11,29.8,25.1,19.32,0.40,13.5
2019-03-12,28.1,25.3,15.57,6.80,16.6
2019-03-13,27.7,24.9,16.61,4.80,14.1
2019-03-14,29.3,24.1,19.48,5.80,14.4
2019-03-15,29.0,25.1,22.57,0.90,18.9
2019-03-16,29.5,25.2,22.10,0.00,13.6
2019-03-17,29.7,24.8,22.43,0.20,12.8
2019-03-18,29.1,24.8,18.74,3.40,10.0
2019-03-19,30.1,25.0,21.04,1.90,11.5
2019-03-20,31.9,25.6,24.37,0.30,17.9
2019-03-21,31.4,25.9,22.07,0.20,16.5
2019-03-22,31.3,25.6,22.69,1.30,15.0
2019-03-23,30.6,24.8,21.06,4.40,17.2
2019-03-24,29.7,24.7,21.03,0.20,14.8
2019-03-25,29.8,25.7,23.52,0.10,14.7
2019-03-26,28.2,24.6,15.87,13.60,15.5
2019-03-27,28.1,24.1,17.15,18.50,17.4
2019-03-28,28.7,24.4,16.89,2.00,20.1
2019-03-29,28.5,24.6,17.00,9.70,14.8
2019-03-30,27.7,23.9,15.02,14.20,11.5
2019-03-31,28.3,23.9,13.60,7.70,13.6
2019-04-01,29.2,25.0,16.65,0.80,10.1
2019-04-02,29.2,24.7,19.47,3.20,12.8
2019-04-03,29.3,23.9,19.33,4.80,18.1
2019-04-04,29.3,24.4,20.57,1.00,13.0
2019-04-05,29.0,24.9,19.39,1.70,15.6
2019-04-06,29.3,25.3,19.43,0.30,14.1
2019-04-07,27.9,24.4,16.04,4.40,14.7
2019-04-08,28.9,24.6,19.05,2.20,15.1
2019-04-09,28.7,25.2,18.49,0.10,13.8
2019-04-10,28.9,24.0,20.92,2.30,12.5
2019-04-11,29.1,25.3,19.06,1.70,10.2
2019-04-12,27.3,24.9,12.96,8.40,10.1
2019-04-13,28.0,24.3,17.75,2.00,13.8
2019-04-14,29.3,25.1,22.02,0.00,14.2
2019-04-15,29.7,24.4,22.47,0.00,12.6
2019-04-16,29.6,23.3,22.31,0.80,13.3
2019-04-17,29.0,25.0,18.44,0.60,12.9
2019-04-18,29.3,24.2,18.64,0.40,13.6
2019-04-19,28.9,25.1,18.50,3.10,12.4
2019-04-20,27.8,24.8,14.86,4.00,13.4
2019-04-21,29.3,24.1,20.51,0.00,16.0
2019-04-22,29.5,24.8,19.80,0.10,14.7
2019-04-23,28.7,24.5,18.38,5.70,17.3
2019-04-24,27.9,24.4,19.04,2.20,19.2
2019-04-25,27.9,24.4,15.11,3.10,17.6
2019-04-26,28.4,25.2,18.84,0.10,17.3
2019-04-27,28.7,24.5,18.54,1.60,16.7
2019-04-28,29.2,25.2,18.73,0.70,15.8
2019-04-29,28.9,24.7,16.08,6.30,12.2
2019-04-30,28.7,23.7,16.26,3.70,13.3
2019-05-01,28.8,25.0,18.42,1.10,16.8
2019-05-02,29.1,25.0,20.35,0.00,15.2
2019-05-03,28.9,25.4,19.42,0.00,16.9
2019-05-04,28.3,25.0,18.45,0.00,19.5
2019-05-05,28.4,25.0,18.46,0.80,22.6
2019-05-06,29.1,24.5,19.54,0.00,17.2
2019-05-07,28.4,25.3,9.83,1.80,11.5
2019-05-08,28.6,24.1,14.91,2.50,12.5
2019-05-09,28.0,24.5,14.72,5.70,13.9
2019-05-10,27.4,24.1,18.51,1.80,17.1
2019-05-11,28.3,23.8,17.35,1.20,14.0
2019-05-12,28.3,24.7,16.79,0.50,18.6
2019-05-13,28.8,24.7,18.09,0.00,13.9
2019-05-14,29.1,24.5,18.59,0.20,10.8
2019-05-15,28.7,24.0,17.42,1.20,12.1
